id,name,species,type1,type2,abilities,hp,defense,spDefense,attack,spAttack,speed,statTotal,eggCycle,catchRate,height,weight,mRatio,fRatio,generation,eggGroup1,eggGroup2,legendary,colour,evolutionLine
443,Gible,Land Shark Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",58,45,45,70,40,42,300,10240,45,0.7,20.5,50,50,4,Monster,Dragon,FALSE,blue,230
444,Gabite,Cave Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",68,65,55,90,50,82,410,10240,45,1.4,56,50,50,4,Monster,Dragon,FALSE,blue,230
445,Garchomp,Mach Pokémon,dragon,ground,"['Sand Veil', 'Rough Skin']",108,115,95,170,120,92,700,10240,45,1.9,95,50,50,4,Monster,Dragon,FALSE,blue,230
446,Munchlax,Big Eater Pokémon,normal,,"['Pickup', 'Thick Fat', 'Gluttony']",135,40,85,85,40,5,390,10240,50,0.6,105,50,50,4,Undiscovered,,FALSE,black,72
447,Riolu,Emanation Pokémon,fighting,,"['Steadfast', 'Inner Focus', 'Prankster']",40,40,40,70,35,60,285,6400,75,0.7,20.2,50,50,4,Undiscovered,,FALSE,blue,232
448,Lucario,Aura Pokémon,fighting,steel,"['Steadfast', 'Inner Focus', 'Justified']",70,88,70,145,140,112,625,6400,45,1.2,54,87.5,12.5,4,Field,Human-Like,FALSE,blue,232
449,Hippopotas,Hippo Pokémon,ground,,"['Sand Stream', 'Sand Force']",68,78,42,72,38,32,330,7680,140,0.8,49.5,87.5,12.5,4,Field,,FALSE,brown,233
450,Hippowdon,Heavyweight Pokémon,ground,,"['Sand Stream', 'Sand Force']",108,118,72,112,68,47,525,7680,60,2,300,87.5,12.5,4,Field,,FALSE,brown,233
451,Skorupi,Scorpion Pokémon,poison,bug,"['Battle Armor', 'Sniper', 'Keen Eye']",40,90,55,50,30,65,330,5120,120,0.8,12,50,50,4,Bug,Water3,FALSE,purple,234
452,Drapion,Ogre Scorp Pokémon,poison,dark,"['Battle Armor', 'Sniper', 'Keen Eye']",70,110,75,90,60,95,500,5120,45,1.3,61.5,50,50,4,Bug,Water3,FALSE,purple,234
453,Croagunk,Toxic Mouth Pokémon,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",48,40,40,61,61,50,300,2560,140,0.7,23,50,50,4,Human-Like,,FALSE,blue,235
454,Toxicroak,Toxic Mouth Pokémon,poison,fighting,"['Anticipation', 'Dry Skin', 'Poison Touch']",83,65,65,106,86,85,490,5120,75,1.3,44.4,50,50,4,Human-Like,,FALSE,blue,235
455,Carnivine,Bug Catcher Pokémon,grass,,['Levitate'],74,72,72,100,90,46,454,6400,200,1.4,27,50,50,4,Grass,,FALSE,green,236
456,Finneon,Wing Fish Pokémon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",49,56,61,49,49,66,330,5120,190,0.4,7,50,50,4,Water2,,FALSE,blue,237
457,Lumineon,Neon Pokémon,water,,"['Swift Swim', 'Storm Drain', 'Water Veil']",69,76,86,69,69,91,460,5120,75,1.2,24,50,50,4,Water2,,FALSE,blue,237
458,Mantyke,Kite Pokémon,water,flying,"['Swift Swim', 'Water Absorb', 'Water Veil']",45,50,120,20,60,50,345,6400,25,1,65,50,50,4,Undiscovered,,FALSE,blue,116
459,Snover,Frosted Tree Pokémon,grass,ice,"['Snow Warning', 'Soundproof']",60,50,60,62,62,40,334,5120,120,1,50.5,50,50,4,Monster,Grass,FALSE,white,239
460,Abomasnow,Frosted Tree Pokémon,grass,ice,"['Snow Warning', 'Soundproof']",90,105,105,132,132,30,594,5120,60,2.2,135.5,50,50,4,Monster,Grass,FALSE,white,239
461,Weavile,Sharp Claw Pokémon,dark,ice,"['Pressure', 'Pickpocket']",70,65,85,120,45,125,510,5120,45,1.1,34,50,50,4,Field,,FALSE,black,109
462,Magnezone,Magnet Area Pokémon,electric,steel,"['Magnet Pull', 'Sturdy', 'Analytic']",70,115,90,70,130,60,535,5120,30,1.2,180,50,50,4,Mineral,,FALSE,gray,34
463,Lickilicky,Licking Pokémon,normal,,"['Own Tempo', 'Oblivious', 'Cloud Nine']",110,95,95,85,80,50,515,5120,30,1.7,140,50,50,4,Monster,,FALSE,pink,48
464,Rhyperior,Drill Pokémon,ground,rock,"['Lightningrod', 'Solid Rock', 'Reckless']",115,130,55,140,55,40,535,5120,30,2.4,282.8,0,0,4,Monster,Field,FALSE,gray,50
465,Tangrowth,Vine Pokémon,grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",100,125,50,100,110,50,535,5120,30,2,128.6,50,50,4,Grass,,FALSE,blue,52
466,Electivire,Thunderbolt Pokémon,electric,,"['Motor Drive', 'Vital Spirit']",75,67,85,123,95,95,540,6400,30,1.8,138.6,50,50,4,Human-Like,,FALSE,yellow,60
467,Magmortar,Blast Pokémon,fire,,"['Flame Body', 'Vital Spirit']",75,67,95,95,125,83,540,6400,30,1.6,68,50,50,4,Human-Like,,FALSE,red,61
468,Togekiss,Jubilee Pokémon,fairy,flying,"['Hustle', 'Serene Grace', 'Super Luck']",85,95,115,50,120,80,545,2560,30,1.5,38,75,25,4,Flying,Fairy,FALSE,white,87
469,Yanmega,Ogre Darner Pokémon,bug,flying,"['Speed Boost', 'Tinted Lens', 'Frisk']",86,86,56,76,116,95,515,5120,30,1.9,51.5,75,25,4,Bug,,FALSE,green,95
470,Leafeon,Verdant Pokémon,grass,,"['Leaf Guard', 'Chlorophyll']",65,130,65,110,60,95,525,8960,45,1,25.5,87.5,12.5,4,Field,,FALSE,green,67
471,Glaceon,Fresh Snow Pokémon,ice,,"['Snow Cloak', 'Ice Body']",65,110,95,60,130,65,525,8960,45,0.8,25.9,50,50,4,Field,,FALSE,blue,67
472,Gliscor,Fang Scorp Pokémon,ground,flying,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']",75,125,75,95,45,95,510,5120,30,2,42.5,87.5,12.5,4,Bug,,FALSE,purple,104
473,Mamoswine,Twin Tusk Pokémon,ice,ground,"['Oblivious', 'Snow Cloak', 'Thick Fat']",110,80,60,130,70,80,530,5120,50,2.5,291,87.5,12.5,4,Field,,FALSE,brown,112
474,Porygon-Z,Virtual Pokémon,normal,,"['Adaptability', 'Download', 'Analytic']",85,70,75,80,135,90,535,5120,30,0.9,34,50,50,4,Mineral,,FALSE,red,68
475,Gallade,Blade Pokémon,psychic,fighting,"['Steadfast', 'Justified']",68,95,115,165,65,110,618,5120,45,1.6,52,50,50,4,Amorphous,,FALSE,white,140
476,Probopass,Compass Pokémon,rock,steel,"['Sturdy', 'Magnet Pull', 'Sand Force']",60,145,150,55,75,40,525,5120,60,1.4,340,0,0,4,Mineral,,FALSE,gray,147
477,Dusknoir,Gripper Pokémon,ghost,,"['Pressure', 'Frisk']",45,135,135,100,65,45,525,6400,45,2.2,106.6,100,0,4,Amorphous,,FALSE,black,182
478,Froslass,Snow Land Pokémon,ice,ghost,"['Snow Cloak', 'Cursed Body']",70,70,70,80,80,110,480,5120,75,1.3,26.6,50,50,4,Fairy,Mineral,FALSE,white,186
479,Rotom,Plasma Pokémon,electric,ghost,['Levitate'],50,107,107,65,105,86,520,5120,45,0.3,0.3,50,50,4,Amorphous,,FALSE,red,240
480,Uxie,Knowledge Pokémon,psychic,,['Levitate'],75,130,130,75,75,95,580,20480,3,0.3,0.3,0,100,4,Undiscovered,,TRUE,yellow,241
481,Mesprit,Emotion Pokémon,psychic,,['Levitate'],80,105,105,105,105,80,580,20480,3,0.3,0.3,0,0,4,Undiscovered,,TRUE,pink,242
482,Azelf,Willpower Pokémon,psychic,,['Levitate'],75,70,70,125,125,115,580,20480,3,0.3,0.3,0,0,4,Undiscovered,,TRUE,blue,243
483,Dialga,Temporal Pokémon,steel,dragon,"['Pressure', 'Telepathy']",100,120,100,120,150,90,680,30720,3,5.4,683,0,0,4,Undiscovered,,TRUE,white,244
484,Palkia,Spatial Pokémon,water,dragon,"['Pressure', 'Telepathy']",90,100,120,120,150,100,680,30720,3,4.2,336,0,0,4,Undiscovered,,TRUE,purple,245
485,Heatran,Lava Dome Pokémon,fire,steel,"['Flash Fire', 'Flame Body']",91,106,106,90,130,77,600,2560,3,1.7,430,0,0,4,Undiscovered,,TRUE,brown,246
486,Regigigas,Colossal Pokémon,normal,,['Slow Start'],110,110,110,160,80,100,670,30720,3,3.7,420,0,0,4,Undiscovered,,TRUE,white,247
487,Giratina,Renegade Pokémon,ghost,dragon,"['Pressure', 'Telepathy', 'Levitate']",150,100,100,120,120,90,680,30720,3,4.5,750,50,50,4,Undiscovered,,TRUE,black,248
488,Cresselia,Lunar Pokémon,psychic,,['Levitate'],120,120,130,70,75,85,600,30720,3,1.5,85.6,0,0,4,Undiscovered,,TRUE,yellow,249
489,Phione,Sea Drifter Pokémon,water,,['Hydration'],80,80,80,80,80,80,480,10240,30,0.4,3.1,0,0,4,Undiscovered,,FALSE,blue,250
490,Manaphy,Seafaring Pokémon,water,,['Hydration'],100,100,100,100,100,100,600,2560,3,0.3,1.4,0,0,4,Undiscovered,,TRUE,blue,250
491,Darkrai,Pitch-Black Pokémon,dark,,['Bad Dreams'],70,90,90,90,135,125,600,30720,3,1.5,50.5,0,0,4,Undiscovered,,TRUE,black,252
492,Shaymin,Gratitude Pokémon,grass,grass,"['Natural Cure', 'Serene Grace']",100,75,75,103,120,127,600,30720,45,0.2,2.1,0,0,4,Undiscovered,,TRUE,green,253
493,Arceus,Alpha Pokémon,normal,,['Multitype'],120,120,120,120,120,120,720,30720,3,3.2,320,0,0,4,Undiscovered,,TRUE,white,254
494,Victini,Victory Pokémon,psychic,fire,['Victory Star'],100,100,100,100,100,100,600,30720,3,0.4,4,0,0,5,Undiscovered,,TRUE,yellow,255
495,Snivy,Grass Snake Pokémon,grass,,"['Overgrow', 'Contrary']",45,55,55,45,45,63,308,5120,45,0.6,8.1,0,0,5,Field,Grass,FALSE,green,256
496,Servine,Grass Snake Pokémon,grass,,"['Overgrow', 'Contrary']",60,75,75,60,60,83,413,5120,45,0.8,16,0,0,5,Field,Grass,FALSE,green,256
497,Serperior,Regal Pokémon,grass,,"['Overgrow', 'Contrary']",75,95,95,75,75,113,528,5120,45,3.3,63,87.5,12.5,5,Field,Grass,FALSE,green,256
498,Tepig,Fire Pig Pokémon,fire,,"['Blaze', 'Thick Fat']",65,45,45,63,45,45,308,5120,45,0.5,9.9,87.5,12.5,5,Field,,FALSE,red,257
499,Pignite,Fire Pig Pokémon,fire,fighting,"['Blaze', 'Thick Fat']",90,55,55,93,70,55,418,5120,45,1,55.5,87.5,12.5,5,Field,,FALSE,red,257
500,Emboar,Mega Fire Pig Pokémon,fire,fighting,"['Blaze', 'Reckless']",110,65,65,123,100,65,528,5120,45,1.6,150,87.5,12.5,5,Field,,FALSE,red,257
501,Oshawott,Sea Otter Pokémon,water,,"['Torrent', 'Shell Armor']",55,45,45,55,63,45,308,5120,45,0.5,5.9,87.5,12.5,5,Field,,FALSE,blue,258
502,Dewott,Discipline Pokémon,water,,"['Torrent', 'Shell Armor']",75,60,60,75,83,60,413,5120,45,0.8,24.5,87.5,12.5,5,Field,,FALSE,blue,258
503,Samurott,Formidable Pokémon,water,,"['Torrent', 'Shell Armor']",95,85,70,100,108,70,528,5120,45,1.5,94.6,87.5,12.5,5,Field,,FALSE,blue,258
504,Patrat,Scout Pokémon,normal,,"['Run Away', 'Keen Eye', 'Analytic']",45,39,39,55,35,42,255,3840,255,0.5,11.6,87.5,12.5,5,Field,,FALSE,brown,259
505,Watchog,Lookout Pokémon,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",60,69,69,85,60,77,420,5120,255,1.1,27,87.5,12.5,5,Field,,FALSE,brown,259
506,Lillipup,Puppy Pokémon,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",45,45,45,60,25,55,275,3840,255,0.4,4.1,50,50,5,Field,,FALSE,brown,260
507,Herdier,Loyal Dog Pokémon,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",65,65,65,80,35,60,370,3840,120,0.9,14.7,50,50,5,Field,,FALSE,gray,260
508,Stoutland,Big-Hearted Pokémon,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",85,90,90,110,45,80,500,3840,45,1.2,61,50,50,5,Field,,FALSE,gray,260
509,Purrloin,Devious Pokémon,dark,,"['Limber', 'Unburden', 'Prankster']",41,37,37,50,50,66,281,5120,255,0.4,10.1,50,50,5,Field,,FALSE,purple,261
510,Liepard,Cruel Pokémon,dark,,"['Limber', 'Unburden', 'Prankster']",64,50,50,88,88,106,446,5120,90,1.1,37.5,50,50,5,Field,,FALSE,purple,261
511,Pansage,Grass Monkey Pokémon,grass,,"['Gluttony', 'Overgrow']",50,48,48,53,53,64,316,5120,190,0.6,10.5,50,50,5,Field,,FALSE,green,262
512,Simisage,Thorn Monkey Pokémon,grass,,"['Gluttony', 'Overgrow']",75,63,63,98,98,101,498,5120,75,1.1,30.5,50,50,5,Field,,FALSE,green,262
513,Pansear,High Temp Pokémon,fire,,"['Gluttony', 'Blaze']",50,48,48,53,53,64,316,5120,190,0.6,11,87.5,12.5,5,Field,,FALSE,red,263
514,Simisear,Ember Pokémon,fire,,"['Gluttony', 'Blaze']",75,63,63,98,98,101,498,5120,75,1,28,87.5,12.5,5,Field,,FALSE,red,263
515,Panpour,Spray Pokémon,water,,"['Gluttony', 'Torrent']",50,48,48,53,53,64,316,5120,190,0.6,13.5,87.5,12.5,5,Field,,FALSE,blue,264
516,Simipour,Geyser Pokémon,water,,"['Gluttony', 'Torrent']",75,63,63,98,98,101,498,5120,75,1,29,87.5,12.5,5,Field,,FALSE,blue,264
517,Munna,Dream Eater Pokémon,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",76,45,55,25,67,24,292,2560,190,0.6,23.3,87.5,12.5,5,Field,,FALSE,pink,265
518,Musharna,Drowsing Pokémon,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",116,85,95,55,107,29,487,2560,75,1.1,60.5,87.5,12.5,5,Field,,FALSE,pink,265
519,Pidove,Tiny Pigeon Pokémon,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",50,50,30,55,36,43,264,3840,255,0.3,2.1,50,50,5,Flying,,FALSE,gray,266
520,Tranquill,Wild Pigeon Pokémon,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",62,62,42,77,50,65,358,3840,120,0.6,15,50,50,5,Flying,,FALSE,gray,266
521,Unfezant,Proud Pokémon,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",80,80,55,115,65,93,488,3840,45,1.2,29,50,50,5,Flying,,FALSE,gray,266
522,Blitzle,Electrified Pokémon,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",45,32,32,60,50,76,295,5120,190,0.8,29.8,50,50,5,Field,,FALSE,black,267
523,Zebstrika,Thunderbolt Pokémon,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",75,63,63,100,80,116,497,5120,75,1.6,79.5,50,50,5,Field,,FALSE,black,267
524,Roggenrola,Mantle Pokémon,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",55,85,25,75,25,15,280,3840,255,0.4,18,50,50,5,Mineral,,FALSE,blue,268
525,Boldore,Ore Pokémon,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",70,105,40,105,50,20,390,3840,120,0.9,102,50,50,5,Mineral,,FALSE,blue,268
526,Gigalith,Compressed Pokémon,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",85,130,80,135,60,25,515,3840,45,1.7,260,50,50,5,Mineral,,FALSE,blue,268
527,Woobat,Bat Pokémon,psychic,flying,"['Unaware', 'Klutz', 'Simple']",65,43,43,45,55,72,323,3840,190,0.4,2.1,50,50,5,Field,Flying,FALSE,blue,269
528,Swoobat,Courting Pokémon,psychic,flying,"['Unaware', 'Klutz', 'Simple']",67,55,55,57,77,114,425,3840,45,0.9,10.5,50,50,5,Field,Flying,FALSE,blue,269
529,Drilbur,Mole Pokémon,ground,,"['Sand Rush', 'Sand Force', 'Mold Breaker']",60,40,45,85,30,68,328,5120,120,0.3,8.5,50,50,5,Field,,FALSE,gray,270
530,Excadrill,Subterrene Pokémon,ground,steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",110,60,65,135,50,88,508,5120,60,0.7,40.4,50,50,5,Field,,FALSE,gray,270
531,Audino,Hearing Pokémon,normal,,"['Healer', 'Regenerator', 'Klutz']",103,126,126,60,80,50,545,5120,255,1.1,31,50,50,5,Fairy,,FALSE,pink,271
532,Timburr,Muscular Pokémon,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",75,55,35,80,25,35,305,5120,180,0.6,12.5,50,50,5,Human-Like,,FALSE,gray,272
533,Gurdurr,Muscular Pokémon,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",85,85,50,105,40,40,405,5120,90,1.2,40,50,50,5,Human-Like,,FALSE,gray,272
534,Conkeldurr,Muscular Pokémon,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",105,95,65,140,55,45,505,5120,45,1.4,87,75,25,5,Human-Like,,FALSE,brown,272
535,Tympole,Tadpole Pokémon,water,,"['Swift Swim', 'Hydration', 'Water Absorb']",50,40,40,50,50,64,294,5120,255,0.5,4.5,75,25,5,Water1,,FALSE,blue,273
536,Palpitoad,Vibration Pokémon,water,ground,"['Swift Swim', 'Hydration', 'Water Absorb']",75,55,55,65,65,69,384,5120,120,0.8,17,75,25,5,Water1,,FALSE,blue,273
537,Seismitoad,Vibration Pokémon,water,ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",105,75,75,95,85,74,509,5120,45,1.5,62,50,50,5,Water1,,FALSE,blue,273
538,Throh,Judo Pokémon,fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",120,85,85,100,30,45,465,5120,45,1.3,55.5,50,50,5,Human-Like,,FALSE,red,274
539,Sawk,Karate Pokémon,fighting,,"['Sturdy', 'Inner Focus', 'Mold Breaker']",75,75,75,125,30,85,465,5120,45,1.4,41,50,50,5,Human-Like,,FALSE,blue,275
540,Sewaddle,Sewing Pokémon,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",45,70,60,53,40,42,310,3840,255,0.3,2.5,100,0,5,Bug,,FALSE,yellow,276
541,Swadloon,Leaf-Wrapped Pokémon,bug,grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",55,90,80,63,50,42,380,3840,120,0.5,7.3,100,0,5,Bug,,FALSE,green,276
542,Leavanny,Nurturing Pokémon,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",75,80,80,103,70,92,500,3840,45,1.2,20.5,50,50,5,Bug,,FALSE,yellow,276
543,Venipede,Centipede Pokémon,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",30,59,39,45,30,57,260,3840,255,0.4,5.3,50,50,5,Bug,,FALSE,red,277
544,Whirlipede,Curlipede Pokémon,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",40,99,79,55,40,47,360,3840,120,1.2,58.5,50,50,5,Bug,,FALSE,gray,277
545,Scolipede,Megapede Pokémon,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",60,89,69,100,55,112,485,5120,45,2.5,200.5,50,50,5,Bug,,FALSE,red,277
546,Cottonee,Cotton Puff Pokémon,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",40,60,50,27,37,66,280,5120,190,0.3,0.6,50,50,5,Grass,Fairy,FALSE,green,278
547,Whimsicott,Windveiled Pokémon,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",60,85,75,67,77,116,480,5120,75,0.7,6.6,50,50,5,Grass,Fairy,FALSE,green,278
548,Petilil,Bulb Pokémon,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",45,50,50,35,70,30,280,5120,190,0.5,6.6,50,50,5,Grass,,FALSE,green,279
549,Lilligant,Flowering Pokémon,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",70,75,75,60,110,90,480,5120,75,1.1,16.3,50,50,5,Grass,,FALSE,green,279
550,Basculin,Hostile Pokémon,water,,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",70,65,55,92,80,98,460,10240,25,1,18,0,100,5,Water2,,FALSE,green,280
551,Sandile,Desert Croc Pokémon,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",50,35,35,72,35,65,292,5120,180,0.7,15.2,0,100,5,Field,,FALSE,brown,281
552,Krokorok,Desert Croc Pokémon,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",60,45,45,82,45,74,351,5120,90,1,33.4,50,50,5,Field,,FALSE,brown,281
553,Krookodile,Intimidation Pokémon,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",95,80,70,117,65,92,519,5120,45,1.5,96.3,50,50,5,Field,,FALSE,red,281
554,Darumaka,Zen Charm Pokémon,fire,,"['Hustle', 'Inner Focus']",70,45,45,90,15,50,315,5120,120,0.6,37.5,50,50,5,Field,,FALSE,red,282
555,Darmanitan,Blazing Pokémon,fire,fire,"['Sheer Force', 'Zen Mode']",105,105,105,30,140,55,540,5120,60,1.3,92.9,50,50,5,Field,,FALSE,red,282
556,Maractus,Cactus Pokémon,grass,,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",75,67,67,86,106,60,461,5120,255,1,28,50,50,5,Grass,,FALSE,green,283
557,Dwebble,Rock Inn Pokémon,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",50,85,35,65,35,55,325,5120,190,0.3,14.5,50,50,5,Bug,Mineral,FALSE,red,284
558,Crustle,Stone Home Pokémon,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",70,125,75,105,65,45,485,5120,75,1.4,200,50,50,5,Bug,Mineral,FALSE,red,284
559,Scraggy,Shedding Pokémon,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",50,70,70,75,35,48,348,3840,180,0.6,11.8,50,50,5,Field,Dragon,FALSE,yellow,285
560,Scrafty,Hoodlum Pokémon,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",65,115,115,90,45,58,488,3840,90,1.1,30,50,50,5,Field,Dragon,FALSE,red,285
561,Sigilyph,Avianoid Pokémon,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",72,80,80,58,103,97,490,5120,45,1.4,14,50,50,5,Flying,,FALSE,black,286
562,Yamask,Spirit Pokémon,ghost,,['Mummy'],38,85,65,30,55,30,303,6400,190,0.5,1.5,50,50,5,Mineral,Amorphous,FALSE,black,287
563,Cofagrigus,Coffin Pokémon,ghost,,['Mummy'],58,145,105,50,95,30,483,6400,90,1.7,76.5,50,50,5,Mineral,Amorphous,FALSE,yellow,287
564,Tirtouga,Prototurtle Pokémon,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",54,103,45,78,53,22,355,7680,45,0.7,16.5,50,50,5,Water1,Water3,FALSE,blue,288
565,Carracosta,Prototurtle Pokémon,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",74,133,65,108,83,32,495,7680,45,1.2,81,50,50,5,Water1,Water3,FALSE,blue,288
566,Archen,First Bird Pokémon,rock,flying,['Defeatist'],55,45,45,112,74,70,401,7680,45,0.5,9.5,87.5,12.5,5,Flying,Water3,FALSE,yellow,289
567,Archeops,First Bird Pokémon,rock,flying,['Defeatist'],75,65,65,140,112,110,567,7680,45,1.4,32,87.5,12.5,5,Flying,Water3,FALSE,yellow,289
568,Trubbish,Trash Bag Pokémon,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",50,62,62,50,40,65,329,5120,190,0.6,31,87.5,12.5,5,Mineral,,FALSE,green,290
569,Garbodor,Trash Heap Pokémon,poison,,"['Stench', 'Weak Armor', 'Aftermath']",80,82,82,95,60,75,474,5120,60,1.9,107.3,87.5,12.5,5,Mineral,,FALSE,green,290
570,Zorua,Tricky Fox Pokémon,dark,,['Illusion'],40,40,40,65,80,65,330,6400,75,0.7,12.5,50,50,5,Field,,FALSE,gray,291
571,Zoroark,Illusion Fox Pokémon,dark,,['Illusion'],60,60,60,105,120,105,510,5120,45,1.6,81.1,50,50,5,Field,,FALSE,gray,291
572,Minccino,Chinchilla Pokémon,normal,,"['Cute Charm', 'Technician', 'Skill Link']",55,40,40,50,40,75,300,3840,255,0.4,5.8,87.5,12.5,5,Field,,FALSE,gray,292
573,Cinccino,Scarf Pokémon,normal,,"['Cute Charm', 'Technician', 'Skill Link']",75,60,60,95,65,115,470,3840,60,0.5,7.5,87.5,12.5,5,Field,,FALSE,gray,292
574,Gothita,Fixation Pokémon,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",45,50,65,30,55,45,290,5120,200,0.4,5.8,25,75,5,Human-Like,,FALSE,purple,293
575,Gothorita,Manipulate Pokémon,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",60,70,85,45,75,55,390,5120,100,0.7,18,25,75,5,Human-Like,,FALSE,purple,293
576,Gothitelle,Astral Body Pokémon,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",70,95,110,55,95,65,490,5120,50,1.5,44,25,75,5,Human-Like,,FALSE,purple,293
577,Solosis,Cell Pokémon,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",45,40,50,30,105,20,290,5120,200,0.3,1,25,75,5,Amorphous,,FALSE,green,294
578,Duosion,Mitosis Pokémon,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",65,50,60,40,125,30,370,5120,100,0.6,8,25,75,5,Amorphous,,FALSE,green,294
579,Reuniclus,Multiplying Pokémon,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",110,75,85,65,125,30,490,5120,50,1,20.1,50,50,5,Amorphous,,FALSE,green,294
580,Ducklett,Water Bird Pokémon,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",62,50,50,44,44,55,305,5120,190,0.5,5.5,50,50,5,Water1,Flying,FALSE,blue,295
581,Swanna,White Bird Pokémon,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",75,63,63,87,87,98,473,5120,45,1.3,24.2,50,50,5,Water1,Flying,FALSE,white,295
582,Vanillite,Fresh Snow Pokémon,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",36,50,60,50,65,44,305,5120,255,0.4,5.7,50,50,5,Mineral,,FALSE,white,296
583,Vanillish,Icy Snow Pokémon,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",51,65,75,65,80,59,395,5120,120,1.1,41,50,50,5,Mineral,,FALSE,white,296
584,Vanilluxe,Snowstorm Pokémon,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",71,85,95,95,110,79,535,5120,45,1.3,57.5,50,50,5,Mineral,,FALSE,white,296
585,Deerling,Season Pokémon,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,50,50,60,40,75,335,5120,190,0.6,19.5,50,50,5,Field,,FALSE,pink,297
586,Sawsbuck,Season Pokémon,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",80,70,70,100,60,95,475,5120,75,1.9,92.5,50,50,5,Field,,FALSE,brown,297
587,Emolga,Sky Squirrel Pokémon,electric,flying,"['Static', 'Motor Drive']",55,60,60,75,75,103,428,5120,200,0.4,5,50,50,5,Field,,FALSE,white,298
588,Karrablast,Clamping Pokémon,bug,,"['Swarm', 'Shed Skin', 'No Guard']",50,45,45,75,40,60,315,3840,200,0.5,5.9,50,50,5,Bug,,FALSE,blue,299
589,Escavalier,Cavalry Pokémon,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",70,105,105,135,60,20,495,3840,75,1,33,50,50,5,Bug,,FALSE,gray,299
590,Foongus,Mushroom Pokémon,grass,poison,"['Effect Spore', 'Regenerator']",69,45,55,55,55,15,294,5120,190,0.2,1,50,50,5,Grass,,FALSE,white,300
